consume,end_time,index,length,link,start_time,norm_start_time,day_start_time,day_start_date
20.34,2016-08-21 13:28:30.340,32794,293,104,2016-08-21 13:28:10.000,2016-08-21 13:20:00.000,13:20:00,2016-08-21
8.07,2016-08-21 13:32:21.070,32797,131,102,2016-08-21 13:32:13.000,2016-08-21 13:20:00.000,13:20:00,2016-08-21
2.98,2016-08-21 13:41:52.980,32809,109,110,2016-08-21 13:41:50.000,2016-08-21 13:40:00.000,13:40:00,2016-08-21
3.74,2016-08-21 14:16:55.740,32843,109,110,2016-08-21 14:16:52.000,2016-08-21 14:00:00.000,14:00:00,2016-08-21
12.74,2016-08-21 14:23:00.740,32848,144,113,2016-08-21 14:22:48.000,2016-08-21 14:20:00.000,14:20:00,2016-08-21
4.5,2016-08-21 14:26:13.500,32854,109,110,2016-08-21 14:26:09.000,2016-08-21 14:20:00.000,14:20:00,2016-08-21
3.31,2016-08-21 14:37:21.310,32860,107,115,2016-08-21 14:37:18.000,2016-08-21 14:20:00.000,14:20:00,2016-08-21
4.05,2016-08-21 14:37:26.050,32860,131,102,2016-08-21 14:37:22.000,2016-08-21 14:20:00.000,14:20:00,2016-08-21
4.17,2016-08-21 14:37:30.170,32860,135,109,2016-08-21 14:37:26.000,2016-08-21 14:20:00.000,14:20:00,2016-08-21
1.94,2016-08-21 15:07:07.940,32887,59,123,2016-08-21 15:07:06.000,2016-08-21 15:00:00.000,15:00:00,2016-08-21
0.2,2016-08-21 15:07:10.200,32887,6,120,2016-08-21 15:07:10.000,2016-08-21 15:00:00.000,15:00:00,2016-08-21
1.74,2016-08-21 15:19:22.740,32902,59,123,2016-08-21 15:19:21.000,2016-08-21 15:00:00.000,15:00:00,2016-08-21
2.83,2016-08-21 15:49:26.830,32927,59,123,2016-08-21 15:49:24.000,2016-08-21 15:40:00.000,15:40:00,2016-08-21
2.37,2016-08-21 16:04:02.370,32932,59,123,2016-08-21 16:04:00.000,2016-08-21 16:00:00.000,16:00:00,2016-08-21
13.81,2016-08-21 16:23:48.810,32951,121,111,2016-08-21 16:23:35.000,2016-08-21 16:20:00.000,16:20:00,2016-08-21
0.22,2016-08-21 16:25:12.220,32953,6,120,2016-08-21 16:25:12.000,2016-08-21 16:20:00.000,16:20:00,2016-08-21
4.09,2016-08-21 16:38:40.090,32964,107,115,2016-08-21 16:38:36.000,2016-08-21 16:20:00.000,16:20:00,2016-08-21
2.76,2016-08-21 16:58:46.760,32978,109,110,2016-08-21 16:58:44.000,2016-08-21 16:40:00.000,16:40:00,2016-08-21
0.62,2016-08-21 17:28:54.620,33003,6,120,2016-08-21 17:28:54.000,2016-08-21 17:20:00.000,17:20:00,2016-08-21
5.6,2016-08-21 17:30:22.600,33004,59,123,2016-08-21 17:30:17.000,2016-08-21 17:20:00.000,17:20:00,2016-08-21
8.6,2016-08-21 17:30:50.600,33005,109,110,2016-08-21 17:30:42.000,2016-08-21 17:20:00.000,17:20:00,2016-08-21
5.26,2016-08-21 18:29:51.260,33043,109,110,2016-08-21 18:29:46.000,2016-08-21 18:20:00.000,18:20:00,2016-08-21
3.13,2016-08-21 18:29:54.130,33043,59,123,2016-08-21 18:29:51.000,2016-08-21 18:20:00.000,18:20:00,2016-08-21
15.17,2016-08-21 19:23:18.170,33071,206,118,2016-08-21 19:23:03.000,2016-08-21 19:20:00.000,19:20:00,2016-08-21
6.87,2016-08-21 19:24:22.870,33072,109,110,2016-08-21 19:24:16.000,2016-08-21 19:20:00.000,19:20:00,2016-08-21
19.67,2016-08-21 19:37:46.670,33078,197,122,2016-08-21 19:37:27.000,2016-08-21 19:20:00.000,19:20:00,2016-08-21
0.32,2016-08-21 20:07:31.320,33091,6,120,2016-08-21 20:07:31.000,2016-08-21 20:00:00.000,20:00:00,2016-08-21
4.24,2016-08-21 20:39:34.240,33104,59,123,2016-08-21 20:39:30.000,2016-08-21 20:20:00.000,20:20:00,2016-08-21
11.35,2016-08-21 20:55:23.350,33114,198,114,2016-08-21 20:55:12.000,2016-08-21 20:40:00.000,20:40:00,2016-08-21
1.71,2016-08-21 21:51:22.710,33131,34,107,2016-08-21 21:51:21.000,2016-08-21 21:40:00.000,21:40:00,2016-08-21
1.97,2016-08-21 21:51:24.970,33131,40,108,2016-08-21 21:51:23.000,2016-08-21 21:40:00.000,21:40:00,2016-08-21
9.13,2016-08-21 21:56:29.130,33132,109,110,2016-08-21 21:56:20.000,2016-08-21 21:40:00.000,21:40:00,2016-08-21
16.49,2016-08-22 06:38:10.490,33195,197,122,2016-08-22 06:37:54.000,2016-08-22 06:20:00.000,06:20:00,2016-08-22
6.92,2016-08-22 06:48:00.920,33211,109,110,2016-08-22 06:47:54.000,2016-08-22 06:40:00.000,06:40:00,2016-08-22
3.17,2016-08-22 06:50:44.170,33214,40,108,2016-08-22 06:50:41.000,2016-08-22 06:40:00.000,06:40:00,2016-08-22
1.23,2016-08-22 07:41:38.230,33236,34,107,2016-08-22 07:41:37.000,2016-08-22 07:40:00.000,07:40:00,2016-08-22
7.33,2016-08-22 07:50:22.330,33244,109,110,2016-08-22 07:50:15.000,2016-08-22 07:40:00.000,07:40:00,2016-08-22
5.5,2016-08-22 07:54:19.500,33246,109,110,2016-08-22 07:54:14.000,2016-08-22 07:40:00.000,07:40:00,2016-08-22
0.24,2016-08-22 08:14:42.240,33257,6,120,2016-08-22 08:14:42.000,2016-08-22 08:00:00.000,08:00:00,2016-08-22
5.93,2016-08-22 08:14:47.930,33257,136,117,2016-08-22 08:14:42.000,2016-08-22 08:00:00.000,08:00:00,2016-08-22
14.87,2016-08-22 08:24:33.870,33267,136,117,2016-08-22 08:24:19.000,2016-08-22 08:20:00.000,08:20:00,2016-08-22
2.53,2016-08-22 08:25:20.530,33269,40,108,2016-08-22 08:25:18.000,2016-08-22 08:20:00.000,08:20:00,2016-08-22
8.39,2016-08-22 09:00:38.390,33314,109,110,2016-08-22 09:00:30.000,2016-08-22 09:00:00.000,09:00:00,2016-08-22
5.36,2016-08-22 09:07:05.360,33323,109,110,2016-08-22 09:07:00.000,2016-08-22 09:00:00.000,09:00:00,2016-08-22
1.67,2016-08-22 09:07:09.670,33323,34,107,2016-08-22 09:07:08.000,2016-08-22 09:00:00.000,09:00:00,2016-08-22
1.97,2016-08-22 09:07:11.970,33323,40,108,2016-08-22 09:07:10.000,2016-08-22 09:00:00.000,09:00:00,2016-08-22
0.3,2016-08-22 09:07:12.300,33323,6,120,2016-08-22 09:07:12.000,2016-08-22 09:00:00.000,09:00:00,2016-08-22
5.09,2016-08-22 09:38:40.090,33342,109,110,2016-08-22 09:38:35.000,2016-08-22 09:20:00.000,09:20:00,2016-08-22
1.87,2016-08-22 09:38:46.870,33342,40,108,2016-08-22 09:38:45.000,2016-08-22 09:20:00.000,09:20:00,2016-08-22
0.28,2016-08-22 09:38:47.280,33342,6,120,2016-08-22 09:38:47.000,2016-08-22 09:20:00.000,09:20:00,2016-08-22
6.83,2016-08-22 09:38:54.830,33342,136,117,2016-08-22 09:38:48.000,2016-08-22 09:20:00.000,09:20:00,2016-08-22
0.24,2016-08-22 09:40:34.240,33344,6,120,2016-08-22 09:40:34.000,2016-08-22 09:40:00.000,09:40:00,2016-08-22
2.51,2016-08-22 10:33:14.510,33383,78,105,2016-08-22 10:33:12.000,2016-08-22 10:20:00.000,10:20:00,2016-08-22
0.95,2016-08-22 10:52:34.950,33389,23,103,2016-08-22 10:52:34.000,2016-08-22 10:40:00.000,10:40:00,2016-08-22
4.17,2016-08-22 10:59:17.170,33398,78,105,2016-08-22 10:59:13.000,2016-08-22 10:40:00.000,10:40:00,2016-08-22
18.11,2016-08-22 11:06:32.110,33404,197,122,2016-08-22 11:06:14.000,2016-08-22 11:00:00.000,11:00:00,2016-08-22
3.49,2016-08-22 11:09:45.490,33410,109,110,2016-08-22 11:09:42.000,2016-08-22 11:00:00.000,11:00:00,2016-08-22
1.89,2016-08-22 11:09:47.890,33410,59,123,2016-08-22 11:09:46.000,2016-08-22 11:00:00.000,11:00:00,2016-08-22
1.09,2016-08-22 11:09:49.090,33410,34,107,2016-08-22 11:09:48.000,2016-08-22 11:00:00.000,11:00:00,2016-08-22
1.52,2016-08-22 12:01:06.520,33435,59,123,2016-08-22 12:01:05.000,2016-08-22 12:00:00.000,12:00:00,2016-08-22
6.7,2016-08-22 12:35:36.700,33456,109,110,2016-08-22 12:35:30.000,2016-08-22 12:20:00.000,12:20:00,2016-08-22
3.78,2016-08-22 13:21:10.780,33481,109,110,2016-08-22 13:21:07.000,2016-08-22 13:20:00.000,13:20:00,2016-08-22
6.13,2016-08-22 14:31:05.130,33527,109,110,2016-08-22 14:30:59.000,2016-08-22 14:20:00.000,14:20:00,2016-08-22
5.87,2016-08-22 14:32:36.870,33528,109,110,2016-08-22 14:32:31.000,2016-08-22 14:20:00.000,14:20:00,2016-08-22
5.77,2016-08-22 14:59:47.770,33547,109,110,2016-08-22 14:59:42.000,2016-08-22 14:40:00.000,14:40:00,2016-08-22
5.63,2016-08-22 15:07:32.630,33553,109,110,2016-08-22 15:07:27.000,2016-08-22 15:00:00.000,15:00:00,2016-08-22
2.53,2016-08-22 15:07:40.530,33553,40,108,2016-08-22 15:07:38.000,2016-08-22 15:00:00.000,15:00:00,2016-08-22
1.77,2016-08-22 15:12:20.770,33556,40,108,2016-08-22 15:12:19.000,2016-08-22 15:00:00.000,15:00:00,2016-08-22
2.27,2016-08-22 16:34:41.270,33610,34,107,2016-08-22 16:34:39.000,2016-08-22 16:20:00.000,16:20:00,2016-08-22
2.21,2016-08-22 16:37:14.210,33611,34,107,2016-08-22 16:37:12.000,2016-08-22 16:20:00.000,16:20:00,2016-08-22
5.47,2016-08-22 16:56:11.470,33622,109,110,2016-08-22 16:56:06.000,2016-08-22 16:40:00.000,16:40:00,2016-08-22
6.82,2016-08-22 16:56:24.820,33622,136,117,2016-08-22 16:56:18.000,2016-08-22 16:40:00.000,16:40:00,2016-08-22
7.39,2016-08-22 17:28:06.390,33638,109,110,2016-08-22 17:27:59.000,2016-08-22 17:20:00.000,17:20:00,2016-08-22
0.61,2016-08-22 17:49:33.610,33647,9,119,2016-08-22 17:49:33.000,2016-08-22 17:40:00.000,17:40:00,2016-08-22
3.87,2016-08-22 19:40:40.870,33706,109,110,2016-08-22 19:40:37.000,2016-08-22 19:40:00.000,19:40:00,2016-08-22
1.54,2016-08-22 19:58:52.540,33713,59,123,2016-08-22 19:58:51.000,2016-08-22 19:40:00.000,19:40:00,2016-08-22
9.87,2016-08-22 21:12:27.870,33728,109,110,2016-08-22 21:12:18.000,2016-08-22 21:00:00.000,21:00:00,2016-08-22
2.86,2016-08-23 01:37:18.860,33760,109,110,2016-08-23 01:37:16.000,2016-08-23 01:20:00.000,01:20:00,2016-08-23
0.66,2016-08-23 06:46:53.660,33802,9,119,2016-08-23 06:46:53.000,2016-08-23 06:40:00.000,06:40:00,2016-08-23
1.56,2016-08-23 07:12:46.560,33817,34,107,2016-08-23 07:12:45.000,2016-08-23 07:00:00.000,07:00:00,2016-08-23
6.07,2016-08-23 07:52:51.070,33847,109,110,2016-08-23 07:52:45.000,2016-08-23 07:40:00.000,07:40:00,2016-08-23
0.32,2016-08-23 08:07:37.320,33862,9,119,2016-08-23 08:07:37.000,2016-08-23 08:00:00.000,08:00:00,2016-08-23
6.97,2016-08-23 08:07:44.970,33862,198,114,2016-08-23 08:07:38.000,2016-08-23 08:00:00.000,08:00:00,2016-08-23
10.14,2016-08-23 08:41:49.140,33898,197,122,2016-08-23 08:41:39.000,2016-08-23 08:40:00.000,08:40:00,2016-08-23
4.91,2016-08-23 09:19:36.910,33930,109,110,2016-08-23 09:19:32.000,2016-08-23 09:00:00.000,09:00:00,2016-08-23
4.95,2016-08-23 09:31:39.950,33939,109,110,2016-08-23 09:31:35.000,2016-08-23 09:20:00.000,09:20:00,2016-08-23
4.46,2016-08-23 09:32:57.460,33941,109,110,2016-08-23 09:32:53.000,2016-08-23 09:20:00.000,09:20:00,2016-08-23
4.98,2016-08-23 09:54:47.980,33962,109,110,2016-08-23 09:54:43.000,2016-08-23 09:40:00.000,09:40:00,2016-08-23
0.6,2016-08-23 10:05:32.600,33973,9,119,2016-08-23 10:05:32.000,2016-08-23 10:00:00.000,10:00:00,2016-08-23
3.32,2016-08-23 10:59:55.320,34028,109,110,2016-08-23 10:59:52.000,2016-08-23 10:40:00.000,10:40:00,2016-08-23
0.67,2016-08-23 11:11:58.670,34034,9,119,2016-08-23 11:11:58.000,2016-08-23 11:00:00.000,11:00:00,2016-08-23
3.4,2016-08-23 11:29:04.400,34047,58,100,2016-08-23 11:29:01.000,2016-08-23 11:20:00.000,11:20:00,2016-08-23
4.62,2016-08-23 11:36:56.620,34053,109,110,2016-08-23 11:36:52.000,2016-08-23 11:20:00.000,11:20:00,2016-08-23
3.77,2016-08-23 11:49:52.770,34060,78,105,2016-08-23 11:49:49.000,2016-08-23 11:40:00.000,11:40:00,2016-08-23
3.76,2016-08-23 12:01:35.760,34069,59,123,2016-08-23 12:01:32.000,2016-08-23 12:00:00.000,12:00:00,2016-08-23
11.6,2016-08-23 12:20:53.600,34080,136,117,2016-08-23 12:20:42.000,2016-08-23 12:20:00.000,12:20:00,2016-08-23
13.09,2016-08-23 12:51:35.090,34101,136,117,2016-08-23 12:51:22.000,2016-08-23 12:40:00.000,12:40:00,2016-08-23
1.59,2016-08-23 13:31:47.590,34130,59,123,2016-08-23 13:31:46.000,2016-08-23 13:20:00.000,13:20:00,2016-08-23
12.67,2016-08-23 13:36:37.670,34132,197,122,2016-08-23 13:36:25.000,2016-08-23 13:20:00.000,13:20:00,2016-08-23
15.74,2016-08-23 14:24:42.740,34168,121,111,2016-08-23 14:24:27.000,2016-08-23 14:20:00.000,14:20:00,2016-08-23
15.12,2016-08-23 14:41:39.120,34185,121,111,2016-08-23 14:41:24.000,2016-08-23 14:40:00.000,14:40:00,2016-08-23
5.58,2016-08-23 15:56:49.580,34236,109,110,2016-08-23 15:56:44.000,2016-08-23 15:40:00.000,15:40:00,2016-08-23
12.02,2016-08-23 15:57:33.020,34238,198,114,2016-08-23 15:57:21.000,2016-08-23 15:40:00.000,15:40:00,2016-08-23
2.46,2016-08-23 16:04:25.460,34244,59,123,2016-08-23 16:04:23.000,2016-08-23 16:00:00.000,16:00:00,2016-08-23
2.88,2016-08-23 16:28:22.880,34264,109,110,2016-08-23 16:28:20.000,2016-08-23 16:20:00.000,16:20:00,2016-08-23
1.56,2016-08-23 16:28:24.560,34264,59,123,2016-08-23 16:28:23.000,2016-08-23 16:20:00.000,16:20:00,2016-08-23
0.9,2016-08-23 16:28:25.900,34264,34,107,2016-08-23 16:28:25.000,2016-08-23 16:20:00.000,16:20:00,2016-08-23
1.06,2016-08-23 16:28:26.060,34264,40,108,2016-08-23 16:28:25.000,2016-08-23 16:20:00.000,16:20:00,2016-08-23
0.24,2016-08-23 16:28:26.240,34264,9,119,2016-08-23 16:28:26.000,2016-08-23 16:20:00.000,16:20:00,2016-08-23
5.23,2016-08-23 16:28:32.230,34264,198,114,2016-08-23 16:28:27.000,2016-08-23 16:20:00.000,16:20:00,2016-08-23
5.44,2016-08-23 16:28:37.440,34264,206,118,2016-08-23 16:28:32.000,2016-08-23 16:20:00.000,16:20:00,2016-08-23
27.86,2016-08-23 16:30:30.860,34265,121,111,2016-08-23 16:30:03.000,2016-08-23 16:20:00.000,16:20:00,2016-08-23
2.69,2016-08-23 16:46:09.690,34275,109,110,2016-08-23 16:46:07.000,2016-08-23 16:40:00.000,16:40:00,2016-08-23
7.79,2016-08-23 17:17:39.790,34293,109,110,2016-08-23 17:17:32.000,2016-08-23 17:00:00.000,17:00:00,2016-08-23
0.83,2016-08-23 17:36:30.830,34303,6,120,2016-08-23 17:36:30.000,2016-08-23 17:20:00.000,17:20:00,2016-08-23
8.03,2016-08-23 18:12:27.030,34321,109,110,2016-08-23 18:12:19.000,2016-08-23 18:00:00.000,18:00:00,2016-08-23
8.58,2016-08-23 18:17:39.580,34323,109,110,2016-08-23 18:17:31.000,2016-08-23 18:00:00.000,18:00:00,2016-08-23
13.47,2016-08-23 18:18:25.470,34323,206,118,2016-08-23 18:18:12.000,2016-08-23 18:00:00.000,18:00:00,2016-08-23
3.93,2016-08-23 20:27:47.930,34369,59,123,2016-08-23 20:27:44.000,2016-08-23 20:20:00.000,20:20:00,2016-08-23
2.75,2016-08-23 22:22:26.750,34403,40,108,2016-08-23 22:22:24.000,2016-08-23 22:20:00.000,22:20:00,2016-08-23
0.55,2016-08-23 22:37:59.550,34407,6,120,2016-08-23 22:37:59.000,2016-08-23 22:20:00.000,22:20:00,2016-08-23
4.1,2016-08-24 06:20:20.100,34455,59,123,2016-08-24 06:20:16.000,2016-08-24 06:20:00.000,06:20:00,2016-08-24
2.42,2016-08-24 06:20:25.420,34455,40,108,2016-08-24 06:20:23.000,2016-08-24 06:20:00.000,06:20:00,2016-08-24
3.91,2016-08-24 06:56:24.910,34467,59,123,2016-08-24 06:56:21.000,2016-08-24 06:40:00.000,06:40:00,2016-08-24
3.74,2016-08-24 07:11:19.740,34476,109,110,2016-08-24 07:11:16.000,2016-08-24 07:00:00.000,07:00:00,2016-08-24
1.98,2016-08-24 07:21:22.980,34482,40,108,2016-08-24 07:21:21.000,2016-08-24 07:20:00.000,07:20:00,2016-08-24
5.52,2016-08-24 07:21:29.520,34482,136,117,2016-08-24 07:21:24.000,2016-08-24 07:20:00.000,07:20:00,2016-08-24
3.24,2016-08-24 08:13:19.240,34522,107,115,2016-08-24 08:13:16.000,2016-08-24 08:00:00.000,08:00:00,2016-08-24
15.99,2016-08-24 08:32:14.990,34538,121,111,2016-08-24 08:31:59.000,2016-08-24 08:20:00.000,08:20:00,2016-08-24
2.28,2016-08-24 08:45:10.280,34552,78,105,2016-08-24 08:45:08.000,2016-08-24 08:40:00.000,08:40:00,2016-08-24
0.22,2016-08-24 08:57:43.220,34562,6,120,2016-08-24 08:57:43.000,2016-08-24 08:40:00.000,08:40:00,2016-08-24
1.39,2016-08-24 09:15:52.390,34583,58,100,2016-08-24 09:15:51.000,2016-08-24 09:00:00.000,09:00:00,2016-08-24
5.41,2016-08-24 09:22:23.410,34587,109,110,2016-08-24 09:22:18.000,2016-08-24 09:20:00.000,09:20:00,2016-08-24
29.77,2016-08-24 09:28:54.770,34594,197,122,2016-08-24 09:28:25.000,2016-08-24 09:20:00.000,09:20:00,2016-08-24
4.19,2016-08-24 10:06:12.190,34632,109,110,2016-08-24 10:06:08.000,2016-08-24 10:00:00.000,10:00:00,2016-08-24
2.27,2016-08-24 10:06:14.270,34632,59,123,2016-08-24 10:06:12.000,2016-08-24 10:00:00.000,10:00:00,2016-08-24
1.54,2016-08-24 10:06:17.540,34632,40,108,2016-08-24 10:06:16.000,2016-08-24 10:00:00.000,10:00:00,2016-08-24
0.23,2016-08-24 10:06:17.230,34632,6,120,2016-08-24 10:06:17.000,2016-08-24 10:00:00.000,10:00:00,2016-08-24
3.66,2016-08-24 10:13:18.660,34636,78,105,2016-08-24 10:13:15.000,2016-08-24 10:00:00.000,10:00:00,2016-08-24
4.19,2016-08-24 10:44:55.190,34662,78,105,2016-08-24 10:44:51.000,2016-08-24 10:40:00.000,10:40:00,2016-08-24
4.78,2016-08-24 11:14:58.780,34685,109,110,2016-08-24 11:14:54.000,2016-08-24 11:00:00.000,11:00:00,2016-08-24
1.77,2016-08-24 11:15:04.770,34685,40,108,2016-08-24 11:15:03.000,2016-08-24 11:00:00.000,11:00:00,2016-08-24
0.27,2016-08-24 11:15:05.270,34685,6,120,2016-08-24 11:15:05.000,2016-08-24 11:00:00.000,11:00:00,2016-08-24
1.41,2016-08-24 12:39:55.410,34728,58,100,2016-08-24 12:39:54.000,2016-08-24 12:20:00.000,12:20:00,2016-08-24
6.02,2016-08-24 12:43:47.020,34731,107,115,2016-08-24 12:43:41.000,2016-08-24 12:40:00.000,12:40:00,2016-08-24
6.93,2016-08-24 12:44:00.930,34731,135,109,2016-08-24 12:43:54.000,2016-08-24 12:40:00.000,12:40:00,2016-08-24
16.8,2016-08-24 12:44:17.800,34731,293,104,2016-08-24 12:44:01.000,2016-08-24 12:40:00.000,12:40:00,2016-08-24
11.1,2016-08-24 12:52:12.100,34737,118,121,2016-08-24 12:52:01.000,2016-08-24 12:40:00.000,12:40:00,2016-08-24
4.76,2016-08-24 12:56:37.760,34745,109,110,2016-08-24 12:56:33.000,2016-08-24 12:40:00.000,12:40:00,2016-08-24
2.57,2016-08-24 12:56:40.570,34745,59,123,2016-08-24 12:56:38.000,2016-08-24 12:40:00.000,12:40:00,2016-08-24
18.99,2016-08-24 13:05:28.990,34750,197,122,2016-08-24 13:05:10.000,2016-08-24 13:00:00.000,13:00:00,2016-08-24
2.73,2016-08-24 13:05:45.730,34751,109,110,2016-08-24 13:05:43.000,2016-08-24 13:00:00.000,13:00:00,2016-08-24
3.51,2016-08-24 13:11:34.510,34754,109,110,2016-08-24 13:11:31.000,2016-08-24 13:00:00.000,13:00:00,2016-08-24
1.9,2016-08-24 13:11:36.900,34754,59,123,2016-08-24 13:11:35.000,2016-08-24 13:00:00.000,13:00:00,2016-08-24
1.1,2016-08-24 13:11:38.100,34754,34,107,2016-08-24 13:11:37.000,2016-08-24 13:00:00.000,13:00:00,2016-08-24
1.29,2016-08-24 13:11:39.290,34754,40,108,2016-08-24 13:11:38.000,2016-08-24 13:00:00.000,13:00:00,2016-08-24
4.38,2016-08-24 13:11:43.380,34754,136,117,2016-08-24 13:11:39.000,2016-08-24 13:00:00.000,13:00:00,2016-08-24
0.58,2016-08-24 13:20:43.580,34757,9,119,2016-08-24 13:20:43.000,2016-08-24 13:20:00.000,13:20:00,2016-08-24
6.2,2016-08-24 14:12:55.200,34794,109,110,2016-08-24 14:12:49.000,2016-08-24 14:00:00.000,14:00:00,2016-08-24
15.32,2016-08-24 14:50:04.320,34821,206,118,2016-08-24 14:49:49.000,2016-08-24 14:40:00.000,14:40:00,2016-08-24
3.88,2016-08-24 15:44:49.880,34853,59,123,2016-08-24 15:44:46.000,2016-08-24 15:40:00.000,15:40:00,2016-08-24
5.97,2016-08-24 15:57:49.970,34861,109,110,2016-08-24 15:57:44.000,2016-08-24 15:40:00.000,15:40:00,2016-08-24
2.64,2016-08-24 16:00:33.640,34863,109,110,2016-08-24 16:00:31.000,2016-08-24 16:00:00.000,16:00:00,2016-08-24
1.43,2016-08-24 16:00:34.430,34863,59,123,2016-08-24 16:00:33.000,2016-08-24 16:00:00.000,16:00:00,2016-08-24
4.79,2016-08-24 16:00:41.790,34863,198,114,2016-08-24 16:00:37.000,2016-08-24 16:00:00.000,16:00:00,2016-08-24
4.99,2016-08-24 16:00:46.990,34863,206,118,2016-08-24 16:00:42.000,2016-08-24 16:00:00.000,16:00:00,2016-08-24
4.77,2016-08-24 16:00:51.770,34863,197,122,2016-08-24 16:00:47.000,2016-08-24 16:00:00.000,16:00:00,2016-08-24
8.21,2016-08-24 16:14:59.210,34868,136,117,2016-08-24 16:14:51.000,2016-08-24 16:00:00.000,16:00:00,2016-08-24
3.07,2016-08-24 16:26:39.070,34879,109,110,2016-08-24 16:26:36.000,2016-08-24 16:20:00.000,16:20:00,2016-08-24
1.13,2016-08-24 16:26:43.130,34879,40,108,2016-08-24 16:26:42.000,2016-08-24 16:20:00.000,16:20:00,2016-08-24
0.17,2016-08-24 16:26:43.170,34879,6,120,2016-08-24 16:26:43.000,2016-08-24 16:20:00.000,16:20:00,2016-08-24
3.12,2016-08-24 16:59:30.120,34893,40,108,2016-08-24 16:59:27.000,2016-08-24 16:40:00.000,16:40:00,2016-08-24
2.29,2016-08-24 17:31:16.290,34910,34,107,2016-08-24 17:31:14.000,2016-08-24 17:20:00.000,17:20:00,2016-08-24
3.33,2016-08-24 17:31:19.330,34910,40,108,2016-08-24 17:31:16.000,2016-08-24 17:20:00.000,17:20:00,2016-08-24
0.5,2016-08-24 17:31:20.500,34910,6,120,2016-08-24 17:31:20.000,2016-08-24 17:20:00.000,17:20:00,2016-08-24
7.78,2016-08-24 18:15:45.780,34932,121,111,2016-08-24 18:15:38.000,2016-08-24 18:00:00.000,18:00:00,2016-08-24
1.48,2016-08-24 18:15:46.480,34932,23,103,2016-08-24 18:15:45.000,2016-08-24 18:00:00.000,18:00:00,2016-08-24
0.33,2016-08-24 18:28:16.330,34939,6,120,2016-08-24 18:28:16.000,2016-08-24 18:20:00.000,18:20:00,2016-08-24
7.45,2016-08-24 18:28:24.450,34939,136,117,2016-08-24 18:28:17.000,2016-08-24 18:20:00.000,18:20:00,2016-08-24
2.62,2016-08-24 18:41:08.620,34948,40,108,2016-08-24 18:41:06.000,2016-08-24 18:40:00.000,18:40:00,2016-08-24
9.43,2016-08-24 18:53:59.430,34956,109,110,2016-08-24 18:53:50.000,2016-08-24 18:40:00.000,18:40:00,2016-08-24
2.73,2016-08-24 19:01:40.730,34957,109,110,2016-08-24 19:01:38.000,2016-08-24 19:00:00.000,19:00:00,2016-08-24
3.07,2016-08-24 19:18:17.070,34963,109,110,2016-08-24 19:18:14.000,2016-08-24 19:00:00.000,19:00:00,2016-08-24
1.13,2016-08-24 19:18:20.130,34963,40,108,2016-08-24 19:18:19.000,2016-08-24 19:00:00.000,19:00:00,2016-08-24
0.17,2016-08-24 19:18:20.170,34963,6,120,2016-08-24 19:18:20.000,2016-08-24 19:00:00.000,19:00:00,2016-08-24
5.82,2016-08-24 19:27:27.820,34968,109,110,2016-08-24 19:27:22.000,2016-08-24 19:20:00.000,19:20:00,2016-08-24
6.01,2016-08-24 19:27:42.010,34968,136,117,2016-08-24 19:27:36.000,2016-08-24 19:20:00.000,19:20:00,2016-08-24
0.42,2016-08-24 20:28:42.420,34991,6,120,2016-08-24 20:28:42.000,2016-08-24 20:20:00.000,20:20:00,2016-08-24
3.76,2016-08-24 20:50:24.760,35001,59,123,2016-08-24 20:50:21.000,2016-08-24 20:40:00.000,20:40:00,2016-08-24
4.16,2016-08-25 03:16:51.160,35062,131,102,2016-08-25 03:16:47.000,2016-08-25 03:00:00.000,03:00:00,2016-08-25
0.53,2016-08-25 05:08:26.530,35077,6,120,2016-08-25 05:08:26.000,2016-08-25 05:00:00.000,05:00:00,2016-08-25
2.16,2016-08-25 05:27:27.160,35081,40,108,2016-08-25 05:27:25.000,2016-08-25 05:20:00.000,05:20:00,2016-08-25
2.7,2016-08-25 06:01:58.700,35093,40,108,2016-08-25 06:01:56.000,2016-08-25 06:00:00.000,06:00:00,2016-08-25
6.4,2016-08-25 06:08:53.400,35094,206,118,2016-08-25 06:08:47.000,2016-08-25 06:00:00.000,06:00:00,2016-08-25
0.59,2016-08-25 06:10:36.590,35095,6,120,2016-08-25 06:10:36.000,2016-08-25 06:00:00.000,06:00:00,2016-08-25
2.82,2016-08-25 06:18:35.820,35099,40,108,2016-08-25 06:18:33.000,2016-08-25 06:00:00.000,06:00:00,2016-08-25
4.17,2016-08-25 06:58:19.170,35117,109,110,2016-08-25 06:58:15.000,2016-08-25 06:40:00.000,06:40:00,2016-08-25
2.25,2016-08-25 06:58:21.250,35117,59,123,2016-08-25 06:58:19.000,2016-08-25 06:40:00.000,06:40:00,2016-08-25
5.88,2016-08-25 06:59:44.880,35117,197,122,2016-08-25 06:59:39.000,2016-08-25 06:40:00.000,06:40:00,2016-08-25
15.21,2016-08-25 07:06:19.210,35123,198,114,2016-08-25 07:06:04.000,2016-08-25 07:00:00.000,07:00:00,2016-08-25
4.79,2016-08-25 07:06:01.790,35124,109,110,2016-08-25 07:05:57.000,2016-08-25 07:00:00.000,07:00:00,2016-08-25
1.49,2016-08-25 07:06:06.490,35124,34,107,2016-08-25 07:06:05.000,2016-08-25 07:00:00.000,07:00:00,2016-08-25
